fingerprint,title,author,issue,date,categories,tags,id,license,comments,source,source-hostname,hostname,excerpt,filename,has_text
T3lc0S1f4Cx3P2blDr5U72ZIvDY=,Coffin Birth,Meg Smith,814,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue814/coffin_birth.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/KcdHsUBtNRaNgupRvvZ1dPKMZLk.json,TRUE
Uv2jobTjuzr6lFq9xBiVLfifRaY=,The Great Zucchini,Jerry Guarino,814,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue814/great_zucchini.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/fTHVxY5lRnmcEYHSUBRR-pefZvY.json,TRUE
vGe7LDSDG/CfyVfijqHzJizPEPI=,Songcaster and Little Dune,Scott Hughes,814,2019-01-01,Serial ,,,,,http://bewilderingstories.com/issue814/songcaster1.html,Bewildering Stories,bewilderingstories.com,Song and steel enter into deadly conflict in a post-apocalyptic fantasy.,./scrape/jsonfiles/2/KIQYFih88J9A8kVwIGYxJW8S2Bg.json,TRUE
wGJ7NHybQfCwn5oEQY7eZlvmR8g=,A Blossom From Bosnia,Nick Sweeney,814,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue814/blossom_bosnia.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/Uot7Gm6xbMsx1YlobpMmfFOku0s.json,TRUE
ZGP38OKfffLFTx9kDkbBbcHqdMY=,The Eye of Balance,Robin Ray,814,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue814/eye_balance.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/++z-1rNHzxcTAlQaG9yCM+ERFU0.json,TRUE
LEnkX1IgjSePkokf+NQUtuljo6Q=,Low Tide,Edward Ahern,815,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue815/low_tide.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/49XlU7GKKlmMzCfpp2gUh4bYafM.json,TRUE
PImT44w+AsDlyTrTQ5dMJU97XwQ=,Tuffy McShane Supports the Arts,Charles C Cole,815,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue815/tuffy_arts.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/YQbsYrtkd3X+ffsbK4YOFood7Og.json,TRUE
1otaadBL+olLCksIJaQw0t0vNiM=,My Child Who Never Lived,Jackson Arthur,816,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue816/child_lived.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/pXdFikliSL9g0hx2UcBv92fSkdA.json,TRUE
e8durOazNAQNszZPL2Mq4YPhNSQ=,Wild Demand,Hayley Reese Chow,816,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue816/wild_demand.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/noqBT2Y2p3CeSVWAbvWs-ZuWPPY.json,TRUE
eVb28MvHaKgWzuNbU6L1CJG+kSU=,Preparing the Apollo Missions,Thomas Wm Hamilton,816,2019-01-01,Memoir ,,,,,http://bewilderingstories.com/issue816/preparing_apollo.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/zz7m57Cwlx7z58oUM5jM+3bWtrs.json,TRUE
gQHgx81Zv1IakxUXLlc1ozeX2Qw=,To the Berginlight Bridge,Jeffrey Greene,816,2019-01-01,Novella ,,,,,http://bewilderingstories.com/issue816/berginlight1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/bZRhu1K-4Kwtxhnm+dJdXDtKtHI.json,TRUE
JBYggL36xF2C3wljRLtm4QB7pZk=,I Started Out Alone,Robin Helweg-Larsen,816,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue816/started_alone.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/S2vmi1n0JPzV7UQcKKF6uveDpaQ.json,TRUE
ZmmcpYToMfQbpotwPQ8FPcn38Os=,The Shallows,Meg Smith,816,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue816/shallows.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/rvrBK0fS9XzFA8CgSqQAH+YPaMA.json,TRUE
dj+OQpyV95vFc2eJPqiBX+HBYBM=,The Five Stages of Writing,James Dupree,817,2019-01-01,Essay ,,,,,http://bewilderingstories.com/issue817/stages_writing.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/ZHWCH7LH0fQy3igMBrQP6ZQu+G4.json,TRUE
P22NOCRMpdlVo6M91O8mS8aeGX8=,Discovered in a Library,Charles C Cole,817,2019-01-01,Memoir ,,,,,http://bewilderingstories.com/issue817/discovered_library.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/I3N5va-O8gHb58Tav3VEP9qiOH8.json,TRUE
RI1i23mvFiREq67nnbX2uUcmd24=,Memories of a Raindrop,Oonah V Joslin,817,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue817/memories_raindrop.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/IvMnM9PUpRoGGSnFZPfxyZzl6w4.json,TRUE
BPxbwG91W0TBaSzVLtpqIZa6YkA=,No “I” on a First Date,Franco Amati,818,2019-01-01,Flash Fiction ,,,,,,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/P7dp2u48JevKeaKHZj2JNCsI640.json,TRUE
DANZIZCss+pheLh7PZe1c/esxBg=,From Both Sides,Ellen Weisberg,818,2019-01-01,Memoir ,,,,,http://bewilderingstories.com/issue818/both_sides1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/LnUP8HyMVBC-W5szTOalLoP+flM.json,TRUE
Dejjfegb6YtliCfQHhkuaHQ1UpQ=,Interstellar Sport,Ken Poyner,818,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue818/interstellar_sport.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/jMYePFDgUOFxFvthVID7Qf4mhsw.json,TRUE
idbUTdRh7xs7XoDL5L5IddlVmew=,A Spirit of Fun,Edna C Horning,818,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue818/spirit_fun.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/C2aixPJhyiUGahgiRRo+JDTBicY.json,TRUE
lx5LjpIuFIY2XbOqjUpfsarw/Ac=,The Myth of the Mermaid,Ed Blundell,818,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue818/myth_mermaid.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/QZnGoV1QdZbqR3NHI1p9bmdJSxo.json,TRUE
wi1pLSIAhXhyLnqgYZcugD5TFjs=,Field of Onions,Dennis Trujillo,819,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue819/field_onions.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/mMfrLk6uRcmbVMPTnSugM+ZwK-8.json,TRUE
ImByql7c+1M/BzIsbtXBWg1PU/g=,Purple Roses,Martha von der Gathen,820,2019-01-01,Memoir ,,,,,http://bewilderingstories.com/issue820/purple_roses.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/oSFdyEYtyOrENyPfGT38IdQMDcA.json,TRUE
ortlv2WCdDSYMmmxLkXY1u1JnoA=,The Suddenness of Scent,Oonah V Joslin,821,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue821/suddenness_scent.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/XeZ4RMDO6gwl+gHeYpKrLNMvHm4.json,TRUE
vb1NrYeMr2LbmybEk+IREBw5mFU=,A Perfect Day for Alewife Fishing,Charles C Cole,821,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue821/alewife_fishing.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/d-iyomVwcjrrlHkfMjmslpqEsGc.json,TRUE
0TzvKKdItLUpbTqYZM+0j5XXPv4=,Late Night Snowfall,Edward Ahern,822,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue822/late_snowfall.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/2ORVyhFWxzgZ98JbH-jZWEYS8Ss.json,TRUE
6NLFHM13uX6UXQQIoN/Tu6pi16M=,Freddy’s Diner,Gary Clifton,822,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue822/freddys_diner.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/2-QjzhCFQsNrYTDFj2Y+eqbeDIA.json,TRUE
cxBQa8Iu3uA7mt0yNDjDXRACbGE=,All Aboard!,Robin Helweg-Larsen,822,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue822/all_aboard.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/zgMD+wcmXXeer2HgJDBVWhKf5T0.json,TRUE
/hfZLUdkN7eUIFtgnFFkYU9Q6Mk=,I Know a Secret,Oonah V Joslin,823,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue823/know_secret.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/y46VcVdg7hBVjoGaw65R9TH-UDk.json,TRUE
4wYVWwNK1qo6Uhkgngt6X0aBmA4=,Upload and Reboot,Tyler Marable,823,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue823/upload_reboot1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/D-ugYU+YLN2fG8LPL-+hpd-tn6I.json,TRUE
B0hkLJT+6TC6EvbM7EzG4kpHGSI=,The Bewitched Bathtub of Boris Babikov,Matthew G Rees,823,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue823/bewitched_bathtub1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/AD1lEvNHIRkcUzls9ia6kcbfxi8.json,TRUE
RfF/5CaMGnFq5fJtRcYCNuI/6t4=,"Hello, Future",Charles C Cole,823,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue823/hello_future.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/uanmxbj7jLtZU-tO7QBUZ91qAVw.json,TRUE
485VXbkZ1YAOpVCfMlzpUV3R6nc=,Easy Money From Your Couch,Kayvan Litke-Farzaneh,824,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue824/easymoney.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/BMSx-I7y5zmQpdH1L97uVw7Ey-E.json,TRUE
4fmYel9rUtQI/2pp78m76IuthSA=,A Prologue to Between the Ads,Michael Murry,824,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue824/prologue_ads.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/KTPRtLCDj73AgGdxDJA6TjWlWmQ.json,TRUE
AJWJ8c317AgNHze9p1Fw5adyp5o=,The Way to Sanctuary Town,Gary Clifton,824,2019-01-01,Flash Fiction ,,,,,,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/HmnpqOkftVdQe0nQv4taCnYs7Rk.json,TRUE
GvAPs1Xvzyc7vlmTiYrlY9FufE4=,The Angel and the Locket,Andrew L Hodges,824,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue824/angel_locket.html,Bewildering Stories,bewilderingstories.com,"In the chaos of a hospital Emergency Room, one lonely soul waits with dark intention.",./scrape/jsonfiles/3/8lty4y01tDQk++0A7V92mNSgVRQ.json,TRUE
OwliRc3s1psvBOWXEkAnnFSUmTo=,Water of Life,Jeffrey Greene,824,2019-01-01,Serial ,,,,,http://bewilderingstories.com/issue824/water_life1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/rP3uS5sPYpk-N+yQ+XZLqhKffhE.json,TRUE
rJmWWIfoVV4qhd6FhULa8z++4rg=,Wild Mama,Channie Greenberg,824,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue824/wild_mama.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/ueFPGm2985Rof+j886eoHNJDXRQ.json,TRUE
bvjOpeabZf2NPNWAZ0ty4a0Ln8c=,Sea of Tranquility,Oonah V Joslin,825,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue825/sea_tranquility.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/pvYggNQFTOcS2uSXvO+W5JDqPWQ.json,TRUE
NMg9P1QOun6AgopHLhzr6vTKdJY=,Road Rage,Lynne Conrad,825,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue825/road_rage.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/OHias4MDq7QzpEx7-vCIZiG6QBw.json,TRUE
5AleHbq4C/JJIjTqzpIrQhcZfJY=,Ghost Man on First,Scott Richburg,826,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue826/ghost_man.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/rGwyDGj5HPQbRHfxPDqnK9IhkXQ.json,TRUE
H5AnXtSiGkijmxNBuXJRy+4rpRE=,Strange Neighbors,Charles C Cole,826,2019-01-01,Memoir ,,,,,http://bewilderingstories.com/issue826/strange_neighbors.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/kvzFMWZAxdf+dYdr1+GEkLAeRTE.json,TRUE
nyucywkwoXsbVYmsrBTeZco7HHU=,The Squirrel Eaters,Jen Sexton-Riley,826,2019-01-01,Serial ,,,,,http://bewilderingstories.com/issue826/squirrel_eaters1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/vYlrivs5iyUlkto27F8yDp9itUU.json,TRUE
5yADXFvTJdD/Mw2OHdWnrBOU7gk=,Wayward Dogs,Donald P Webb,827,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue827/wayward_dogs.html,Bewildering Stories,bewilderingstories.com,"Challenge 827 Response; novels,novellas,short stories, poetry, non-fiction.",./scrape/jsonfiles/2/mhw+p0I-Xp3Idxaou08QFzMOI1I.json,TRUE
Bhda9Tgb5cVVzdF0er4cijeVim0=,Julie’s Tree,L L Asher,827,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue827/julies_tree.html,Bewildering Stories,bewilderingstories.com,Amber uses Julie's gun to perform a grisly revenge killing.,./scrape/jsonfiles/1/orAqNO5stiiHgejlQmpNOuEGRTg.json,TRUE
EKtLu2FI0bxqL8iSWNHpHsIKktw=,Unquiet House,LindaAnn LoSchiavo,827,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue827/unquiet_house.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/K80mRTbCU3YZZua7B+DBjPiEmMY.json,TRUE
Maq9Yz9jXYRK/TsuN+Wm0Bh1/4M=,My Deepest Thoughts,Gary Inbinder,827,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue827/deepest_thoughts.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/6w6MHXZeLexRMrAhyEfcC-HURM8.json,TRUE
T4IJD32gfXgZzm/Li6thG93hTME=,Wayward Dogs,Gary Clifton,827,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue827/wayward_dogs.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/jqti7mrbjkq2R12NSaX720fzTQg.json,TRUE
5CtkGCka3q3nXhNX6JyPuNYtLG4=,He Gobbled Up the Minutes,Bill Bowler,828,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue828/gobbled_minutes.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/dFXtlTDXGd0X3kpH5W66vq8apKU.json,TRUE
axELOi/9zgfbzQhFIvy4keDq8kQ=,Ex,Mike Acker,828,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue828/ex.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/zEtzcNGT4uVzfkNiRzgIc121cYo.json,TRUE
bqJKGQzFEk3cr4nOmy2OzXc6H+s=,Tears for Lucifer,Wes Blalock,828,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue828/tears_lucifer1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/vlvkDcO8LQ8IoX90Dsn7BBTPZYc.json,TRUE
pJU7QjTToqilZty+TkfACdXuLM8=,On Top of Everything,Jason Powell,828,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue828/top_everything1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/E7ktQSlKoggPrOTdG8KUCqWiDD0.json,TRUE
51BYCCbK0fT20g0Cch3KxOEJa64=,Follow the Sun Underground,David Brookes,829,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue829/sun_underground1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/Y-BB+OX05ZaAIF-4vcJ9gz-JlJ4.json,TRUE
FTTsKd8Uz5IvlZVWllKvv79qn9U=,Science and Derision,Silvia E Hines,829,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue829/science_derision.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/Kq+53Iwj0hnvGZjdUXvCYGV7Xqc.json,TRUE
OBE21/acrxeN0khQ+VM+5BO8Bo0=,A Scent of Smoke,Gary Inbinder,830,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue830/scent_smoke.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/7bdMEigbZqZgBAehUxWnlpuC4TE.json,TRUE
q2s5KgHu6005G7Q6Nm5/x5rl3Nw=,Eva’s Trip,Robin Helweg-Larsen,830,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue830/evas_trip.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/TIaWYL1OKrUxdG4Hk+MWLE5bopo.json,TRUE
xPt1DTNbhnQyQRc71mhnKwV6dvU=,Calvin’s Computer,Gary Clifton,830,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue830/calvins_computer.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/R-ZkET-fvyTHz9-7Q9wmjKE09+w.json,TRUE
MU9x/CuLZ13sUUIQMe5vdAQsVqg=,One Day,Thom Arrell,831,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue831/one_day1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/FeRyUl6gfGsFm82umV3xjRt2Zmc.json,TRUE
/1ig99WagYMRVeK2qJnMcEz9PJo=,Of Ice and Men,Michael Murry,832,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue832/ice_men.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/Melv9mSzVa6E16rv19OC9ZE9bqI.json,TRUE
O8b4Z8Q4LUDcKXZHuDitK81Ehl8=,Not That Kind of Cat Lady,Heather J Frederick,832,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue832/cat_lady1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/CaWXxppAuMVXhLKSftSIEiRjKzM.json,TRUE
TQJHda21Xh7W328FrGHPyqwfyb4=,The Walls Have Mouths,Charles C Cole,832,2019-01-01,Memoir ,,,,,http://bewilderingstories.com/issue832/walls_mouths.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/j87pUSGDk+fbaLPbAfVTbSi6kJU.json,TRUE
6sJhoS55Ey6/zrF1b6ncyRK8IJM=,Swamp City,Nick Pipitone,833,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue833/swamp_city.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/7LceuFpw5PH2GSsJagUnm8frjp4.json,TRUE
hPmjQJOXz7MTGsqVgzuw3GmPzic=,Cabron’s Coup,Harrison Kim,833,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue833/cabrons_coup.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/TxsHAOAb5axzBu6H2T1CCz1u0wA.json,TRUE
R6U4jML+yNgu4rdKzl85H10udbQ=,"Bought, Sold, Delivered",K M McKenzie,833,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue833/bought_delivered1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/HGoRGqyI7lHa1VVweVlvlBKRskU.json,TRUE
aarSyqwtzSegEiD6d27AK0fNDoA=,It’s Like Mr. Potato Head,Len Messineo,834,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue834/potato_head.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/Ouedavp6YY3+M17HZbDz8F7buuo.json,TRUE
boSUcxei58yBSJNBxw3uLZWMKmw=,The Suckers,Boris Kokotov,834,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue834/suckers.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/XkvmXV2GGF3ImnjRyHxJYYGavqk.json,TRUE
klxbHGMwIA079tNHLxBR5hq3Wbs=,Brotherly Bramble,Edward Ahern,834,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue834/brotherly_bramble.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/+zPLkPGkxlwsi2AoL5JMaCXdo9g.json,TRUE
MK7fOmKzs9ShYm8kleuwZLZ4lSc=,Unholy Meditation,Michael Murry,834,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue834/unholy_meditation.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/GNFJRwTzSzN-u8tM-6iXftsoUFI.json,TRUE
nES/ZbOHxhUatM7Dl2tJAqKqVFo=,Getting Even,Charles C Cole,834,2019-01-01,Drama ,,,,,http://bewilderingstories.com/issue834/getting_even.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/3/IqRgy98z1c-URqFbl07Re47YmDw.json,TRUE
Bm5M1NMjs8TKafL7kWLwwh4q3Js=,Auto-ism,Charles C Cole,835,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue835/auto-ism.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/2BY5162l0UWN1tdR74yhU6TO0+s.json,TRUE
FMdXz+2fKasU6DcAFxPICE2Q2pU=,The Legend of Potter’s Field,John Haymaker,835,2019-01-01,Serial ,,,,,http://bewilderingstories.com/issue835/potters_field1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/a5JiSJcwxlx0C1i4zBJ9UYbZZP4.json,TRUE
K00hP+UXw2FurpfN8CPQAd5vmfE=,The Legend of Potter’s Field,Donald P Webb,835,2019-01-01,Serial ,,,,,http://bewilderingstories.com/issue835/potters_field1.html,Bewildering Stories,bewilderingstories.com,"Challenge 836 Response; novels,novellas,short stories, poetry, non-fiction.",./scrape/jsonfiles/3/l4tP1ic+vU5BPW+dWeuSZqUld5k.json,TRUE
X4eI5+5dO41mzJrcNInSmCRqi0U=,All My Money Pissed Away,Jack D Harvey,835,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue835/money_pissed.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/3/4NTmtN0KywQPtrYbiE5nfBjHaUQ.json,TRUE
a7QYbt7PDCLv/VbZA9D1y2O5HQs=,Hold That Hot Phone,Gary Clifton,836,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue836/hot_phone1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/+KcyD86fOne5inZM-OJb28xu2fo.json,TRUE
ncb+oic21HiP3iJ/CU6FPUdAnJk=,The Magpies and the Cuckoos: A Disinformation Fable,Jessica Malekos Smith; J D,836,2019-01-01,Essay ,,,,,http://bewilderingstories.com/issue836/magpies_cuckoos.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/1/ctOfSXE+Zpopl2CsGJibbgjP3A0.json,TRUE
VvwPhni0LlyPZp5qnggrIiL6sg0=,Hiking With Angels,Charles C Cole,836,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue836/hiking_angels.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/RA6O9EB3TgQ15JKaaf1u5MKTWUE.json,TRUE
XwoYWx4NuV1Vli2+c91ynMWOkW8=,Secret Agent in Sky City,Walter Giersbach,836,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue836/sky_city.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/VRswsOkkaoutTD-fgZUOPoGf3lw.json,TRUE
8IGLAJfqUphezUOUzbh5Yb9hVUI=,Homeward,Nancy D Bonazzoli,837,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue837/homeward.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/FBgAtgLkbwuve5EldE0yqA+moCk.json,TRUE
RVO9N04j/Jtk81oGTenDQJF1nTU=,Wake-Up Call,Louanne Woody Ewald,837,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue837/wake-up_call.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/2/3glvgrbkbOdGw3LxfdSx1W2LMXw.json,TRUE
ZCmoArVBWlc8qrKq0rjSg7yt+fs=,Daughter of Bright Matter,Meg Smith,837,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue837/bright_matter.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/bQQTQrsdx-wyo30-pKXOhVaBuVs.json,TRUE
apV+/Y9EB+ERKww2nfYmQDGi+tI=,Brave New Lit,Mickey J Corrigan,838,2019-01-01,Flash Fiction ,,,,,http://bewilderingstories.com/issue838/brave_lit.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/62vinybkAjGRL3Ju2xJxGMZX+Tw.json,TRUE
G7wbKcYf2ZqQ6qtzjW5j+WqQ9Jg=,If Wishes Were Horses,Amber Ray,838,2019-01-01,Novella ,,,,,http://bewilderingstories.com/issue838/wishes_horses1.html,Bewildering Stories,bewilderingstories.com,Magic makes wishes come true in building a railroad across the Sierra Nevada in the 19th century.,./scrape/jsonfiles/3/31nWpAoOUyYnNt+YVE6ju0EvIyY.json,TRUE
im+zzKrB0gTf0EqHB6ZNLMI4oRQ=,Near Zero,Natan Dubovitsky,838,2019-01-01,Novel ,,,,,http://bewilderingstories.com/issue838/near_zero1.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/9CGTnVh1c3UaEZY9XLPAU5Ueji0.json,TRUE
wADaFDS1ruIYxhlnPHi86u0wKHI=,The Boxing Match,Emerson Gilmore,839,2019-01-01,Poetry ,,,,,http://bewilderingstories.com/issue839/boxing_match.html,Bewildering Stories,bewilderingstories.com,poem,./scrape/jsonfiles/1/KURxjehpY2YK9Wu3-K50yMHLKkk.json,TRUE
stV+NpS83nTgeHNyA/q2nG8CuNc=,Creative Destruction,Bill Kowaleski,841,2019-01-01,Novel ,,,,,http://bewilderingstories.com/issue841/c-d0.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/l4qK84VvhLJZSHZKPbo4HNo+uK0.json,TRUE
FmuCLU9ygk4tusH/F9lm+yOODqA=,The Miner and the Opera,Chariklia Martalas,861,2019-01-01,Short Story ,,,,,http://bewilderingstories.com/issue861/miner_opera.html,Bewildering Stories,bewilderingstories.com,,./scrape/jsonfiles/2/klsEkuEdmS9kueRZFnPZGAIvm40.json,TRUE
