fingerprint,title,author,date,categories,tags,id,license,comments,source,source-hostname,hostname,excerpt,filename,has_text
wtWBCnSn2TX/TbbOkghBQvACJAY=,Primrose or Return to Il’maril,Mary McMyne,2014-10-07,Short Fiction,Apex Magazine;Issue 65;Mary Mcmyne;Primrose Or Return To Ilmaril;Short Fiction 2,8575,,,https://apex-magazine.com/short-fiction/primrose-or-return-to-ilmaril/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/92ItmDZkZItY1zpVKKcQxergC1k.json,TRUE
GLfuMP8tNnEXz7HrVrhOoZUvVfE=,City Lights,Yilun Fan,2022-01-11,Short Fiction,Apex Magazine;City Lights;Cw;Issue 129;Short Fiction 2;Translated;Yilun Fan,52018,,,https://apex-magazine.com/short-fiction/city-lights/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/NuaFu01sW5lawkLONvaCyRHPp-0.json,TRUE
LzTksnBrg91157uZBK2fAsPkfUo=,Undone,Mari Ness,2014-03-04,Short Fiction,Apex Magazine;Issue 58;Mari Ness;Short Fiction 2;Undone,7400,,,https://apex-magazine.com/short-fiction/undone/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/bqSPv0VDuWBTDFlTv0mS8ZPGzwM.json,TRUE
GUcNI1p/0yCOXf2kk4VuJqSIZnY=,What You’ve Been Missing,Maria Dahvana Headley,2013-12-03,Short Fiction,Apex Magazine;Issue 55;Maria Dahvana Headley;Short Fiction 2;What Youve Been Missing,6868,,,https://apex-magazine.com/short-fiction/what-youve-been-missing/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2aYUJe+2mIorI5i8MJ2mR36wUNI.json,TRUE
t10vsSIyglAnCiAOT02LPcB9zOY=,The Lightning Bird,Kristi DeMeester,2017-09-26,Short Fiction,Apex Magazine;Issue 100;Kristi Demeester;Reprint;Short Fiction 2;The Lightning Bird,13905,,,https://apex-magazine.com/short-fiction/the-lightning-bird/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/I8Sg7M6H3f9DVBp1AN+lFIuZ7uc.json,TRUE
bjEIrMPcJeViRuiu1VMYyd+L5K8=,The 24 Hour Brother,Christopher Barzak,2011-12-06,Short Fiction,Apex Magazine;Christopher Barzak;Issue 31;Short Fiction 2;The 24 Hour Brother,3884,,,https://apex-magazine.com/short-fiction/the-24-hour-brother/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1coBIl0uOYlthYUeK9OvvjoW3kw.json,TRUE
vqEwdevHt2Suw79UpCgpwxvXhRk=,Robin’s Last Song,Nina Munteanu,2021-12-09,Short Fiction,Apex Magazine;Cw;International Futurists;Issue 128;Robins Last Song;Short Fiction 2,49851,,,https://apex-magazine.com/short-fiction/robins-last-song/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/BkPoNB1hoMb-V-2DWzoFgVww0AU.json,TRUE
Ox26Lhwbvh1SzDOikrSBQZG8rXA=,How Lovely Is the Silence of Growing Things,Evan Dicken,2017-05-02,Short Fiction,Apex Magazine;Evan Dicken;How Lovely Is The Silence Of Growing Things;Issue 96;Short Fiction 2,13365,,,https://apex-magazine.com/short-fiction/how-lovely-is-the-silence-of-growing-things/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/luE-J+gIjS8Cxij4mGVGlC3h3cc.json,TRUE
am5ybapK9oKPGPJN2pamM8Aq2rI=,At the Core,Erzebet YellowBoy,2010-12-07,Short Fiction,Apex Magazine;At The Core;Erzebet Yellowboy;Issue 19;Short Fiction 2,1124,,,https://apex-magazine.com/short-fiction/at-the-core/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/fvgjyPx8zduON5zHSwkeosuUMkE.json,TRUE
FC/d4NTsVbRSiOJeaU8jSh1bt7Q=,Weaving Dreams,Mary Robinette Kowal,2013-03-12,Short Fiction,Issue 41;Mary Robinette Kowal;Short Fiction 2;Weaving Dreams,5034,,,https://apex-magazine.com/short-fiction/weaving-dreams/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/+6bq5JL2KfxFpgmYQbwYvo0WnDw.json,TRUE
8ArHs2K4Vqe/v9AU+Xp1aud8kXI=,The Tiger Hunt,Rabbit Seagraves,2011-08-02,Short Fiction,Apex Magazine;Issue 27;Rabbit Seagraves;Short Fiction 2;The Tiger Hunt,127,,,https://apex-magazine.com/short-fiction/the-tiger-hunt/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/fuVRXLhYNeBPjPjytiMycGxr5bE.json,TRUE
mcN4ITsYSEnZAMQpnj60e3y2w0g=,Hank in the South Dakota Sun,Stephanie Kraner,2021-11-16,Short Fiction,Apex Magazine;Cw;Hank In The South Dakota Sun;Issue 127;Short Fiction 2;Stephanie Kraner,49480,,,https://apex-magazine.com/short-fiction/hank-in-the-south-dakota-sun/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/L3-7QwHZaePLTDfKMPWSkn4WbHA.json,TRUE
VdVPxVtukbEmyQuiXVL7qf9aEjU=,All Who Tremble,A A Balaskovits,2015-07-07,Short Fiction,A A Balaskovits;All Who Tremble;Apex Magazine;Issue 74;Short Fiction 2,9718,,,https://apex-magazine.com/short-fiction/all-who-tremble/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YdQpAB1itUuZ0IcB8pklNmgB3QI.json,TRUE
ofdorey94HkF5D2WtONu9iHPjHg=,Crow,Octavia Cade,2015-04-07,Short Fiction,Apex Magazine;Crow;Issue 71;Octavia Cade;Short Fiction 2,9400,,,https://apex-magazine.com/short-fiction/crow/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/efGTmdmbAqWv2K49ILZg4768GcQ.json,TRUE
br08u7K7/xBMKH2MZwdmQcg5i0E=,The Great Miracle,Michael A. Burstein,2015-12-07,Short Fiction,Holiday Fiction;Michael A Burstein;Short Fiction 2;The Great Miracle,10630,,,https://apex-magazine.com/short-fiction/the-great-miracle/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YghVwGhmaAfAxYbmvFexi+XO1Fg.json,TRUE
305da4Kyv7qOv9TzWQ7ZZHW0dBk=,THE TURING MACHINES OF BABEL,Eric Schwitzgebel,2017-07-11,Short Fiction,Apex Magazine;Eric Schwitzgebel;Issue 98;Short Fiction 2;The Turing Machines Of Babel,13629,,,https://apex-magazine.com/short-fiction/the-turing-machines-of-babel/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/+AgD+WeHsvajogx7dXDvWlXzfDg.json,TRUE
UAhERzNCVh218dCWRazN7LE+0IA=,The Beacon and the Coward,Day Al-Mohamed,2015-11-17,Short Fiction,Apex Magazine;Day Al Mohamed;Issue 78;Short Fiction 2;The Beacon And The Coward,10536,,,https://apex-magazine.com/short-fiction/the-beacon-and-the-coward/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/q-ru65dmDRDJ7IwnV9SPioL3AiM.json,TRUE
qBvYzBhxy6zKUT7wmaBOe8rW5Y4=,The Fairy Library,Tim Pratt,2013-03-05,Short Fiction,Apex Magazine;Issue 46;Reprint;Short Fiction 2;The Fairy Library;Tim Pratt,4989,,,https://apex-magazine.com/short-fiction/the-fairy-library/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/vAbdCBNZdAi93iiR0vvqRQPXWjw.json,TRUE
m29+/1QPHJz5lVgJYr3DO1gSKXY=,"Gray Skies, Red Wings, Blue Lips, Black Hearts",Merc Fenn Wolfmoor,2021-02-10,Short Fiction,Apex Magazine;Cw;Gray Skies Red Wings Blue Lips Black Hearts;Issue 121;Merc Fenn Wolfmoor,37731,,,https://apex-magazine.com/short-fiction/gray-skies-red-wings-blue-lips-black-hearts/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Z7e3FinYtafjPTw-m8YWxtMkYKk.json,TRUE
zCJ9eT7q9HUDbiNQcFiaU26RPvA=,Whispering Waters,Jessica Walsh,2014-11-04,Short Fiction,Apex Magazine;Issue 66;Jessica Walsh;Short Fiction 2;Whispering Waters,8711,,,https://apex-magazine.com/short-fiction/whispering-waters/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/5GTxfVmqfslaYZSMpmj+OCw1aeI.json,TRUE
7x3cCfmuhZwudu62TBqLo1gMf7o=,The House in Winter,Jessica Sirkin,2014-10-07,Short Fiction,Apex Magazine;Issue 65;Jessica Sirkin;Short Fiction 2;The House In Winter,8587,,,https://apex-magazine.com/short-fiction/the-house-in-winter/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/c3BXxx8SFs9baRpeSMU-TLDvF84.json,TRUE
JvanHQ27ohEAUPNYByAcxd8iFfA=,If a Bird Can Be a Ghost,Allison Mills,2017-08-01,Short Fiction,Allison Mills;Apex Magazine;If A Bird Can Be A Ghost;Issue 99;Short Fiction 2,13672,,,https://apex-magazine.com/short-fiction/if-a-bird-can-be-a-ghost/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/4oUsFJ5+L4qkuTETe1VhyrHQhx4.json,TRUE
d+v5hLnj6uNVgAYxQ4VzGY2h6l8=,Where Gods Dance,Ben Serna-Grey,2019-03-12,Short Fiction,Apex Magazine;Ben Serna Grey;Issue 118;March 2019;Short Fiction 2;Where Gods Dance,16330,,,https://apex-magazine.com/short-fiction/where-gods-dance/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/CxqF8Rx5bYjo2lIVLZPBT4j4LP8.json,TRUE
+cjqibVlb/paua2dEi1x2rb6ZO4=,The Widow and the Xir,Indrapramit Das,2011-07-27,Short Fiction,Apex Magazine;Indrapramit Das;Issue 26;Short Fiction 2;The Widow And The Xir,23,,,https://apex-magazine.com/short-fiction/the-widow-and-the-xir/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/4J9yHq0t81W9+Ajlj7m8e6Bvcyg.json,TRUE
UCIwRKEbL8l+vje/JtmsA95ZrlY=,The Shadow We Cast Through Time,Indrapramit Das,2021-08-24,Short Fiction,Apex Magazine;Cw;Indrapramit Das;Issue 124;Reprint;Short Fiction 2;The Shadow We Cast Through Time,46253,,,https://apex-magazine.com/short-fiction/the-shadow-we-cast-through-time/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/rjbJnJgStZ+NSMLnYFObSNbo4A4.json,TRUE
d++EZG5KSbwmDCUhqYrJFFEkrWM=,Carnival Ever After,Mari Ness,2023-01-10,Short Fiction,Apex Magazine;Carnival Ever After;Issue 135;Mari Ness;Short Fiction 2,61457,,,https://apex-magazine.com/short-fiction/carnival-ever-after/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/06rpmCMa8ET79FVRw1Y9m+nJ1sE.json,TRUE
glaoo4vcwmYR78JoNqN6IH1jpQM=,The Laura Ingalls Experience,Andrew Neil Gray,2016-04-11,Short Fiction,Andrew Neil Gray;Apex Magazine;Issue 83;Short Fiction 2;The Laura Ingalls Experience,11355,,,https://apex-magazine.com/short-fiction/the-laura-ingalls-experience/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/sUwIEazDNSsxJEYCwQbHsFRI1YA.json,TRUE
OEEqe2Bcpl8d+Ij51T2/LGFs5TA=,When She Comes,Onu-Okpara Chiamaka,2016-11-07,Short Fiction,Apex Magazine;Issue 90;Onu Okpara Chiamaka;Short Fiction 2;When She Comes,12505,,,https://apex-magazine.com/short-fiction/when-she-comes/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/t6nXM8+AbN79qXkz4tNRLAOLMQY.json,TRUE
aY0CczbNBwH6A/h/Si0q6H0lHbI=,Message in a Vessel,V.G. Harrison,2023-01-31,Short Fiction,Apex Magazine;Issue 135;Message In A Vessel;Reprint;Short Fiction 2;V G Harrison,61669,,,https://apex-magazine.com/short-fiction/message-in-a-vessel/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/qXoBxdkYY2xhVjlOItXXB+3+fjs.json,TRUE
2ZQ92IJn9Bv5fUgFSo6C1UxCEJ8=,Cuckoo Girls,Dee Warrick,2016-06-13,Short Fiction,Apex Magazine;Cuckoo Girls;Dee Warrick;Douglas F Warrick;Issue 85;Short Fiction 2,11785,,,https://apex-magazine.com/short-fiction/cuckoo-girls/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/XzCWFIz8kjH9WAb2ZC-tkTyEUvg.json,TRUE
8UFBy+7LqMHJfZ41Cilz9Oos5xQ=,For Sale: Fantasy Coffins (Ababuo Need Not Apply),Chesya Burke,2018-10-23,Short Fiction,Apex Magazine;Chesya Burke;For Sale Fantasy Coffins;Issue 113;Short Fiction 2,15795,,,https://apex-magazine.com/short-fiction/for-sale-fantasy-coffins-ababuo-need-not-apply/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/7JRr8mjwENBtpwSi0RkU6pZ1HhU.json,TRUE
f+FLI33jYKzYE+pd+TNE8iI+/38=,"Cut, Cut, Cut",Walter Mosley,2017-04-04,Short Fiction,Apex Magazine;Cut Cut Cut;Issue 95;Short Fiction 2;Walter Mosley,13297,,,https://apex-magazine.com/short-fiction/cut-cut-cut/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2bamp9eq94Fqm7hD7hRQposkeE0.json,TRUE
JTMhxKM5hcx2I+/W+SACzoM6ghM=,Murdered Sleep,Kat Howard,2012-08-07,Short Fiction,Apex Magazine;Issue 39;Kat Howard;Murdered Sleep;Short Fiction 2,1899,,,https://apex-magazine.com/short-fiction/murdered-sleep/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/PKTLQYoWm7SEUBNoZqZnTqtcbjg.json,TRUE
I8NLHIyBIzusWBKVXsXcExtcRu0=,Benjamin Schneider’s Little Greys,Nir Yaniv,2009-11-02,Short Fiction,Apex Magazine;Benjamin Schneiders Little Grays;Issue 5;Nir Yaniv;Short Fiction 2;Translated;Translation,1386,,,https://apex-magazine.com/short-fiction/benjamin-schneiders-little-greys/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/6ktknZYP8d1vVIVJcmsnkIAI4Tw.json,TRUE
PAVNwhySWybBHnbGpVnc+zs53hI=,All the Wonder in the World,Lavie Tidhar,2009-12-08,Short Fiction,All The Wonder In The World;Apex Magazine;Issue 6;Lavie Tidhar;Short Fiction 2,4477,,,https://apex-magazine.com/short-fiction/all-the-wonder-in-the-world/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/dVO-OXZmUVm2Ug2RAGTbHJBXAbU.json,TRUE
jGsSop9saXdtUZ5v5FX14QjZsMY=,The Quiltmaker,Mike Allen,2017-01-19,Short Fiction,Apex Magazine;Issue 92;Mike Allen;Reprint;Short Fiction 2;The Quiltmaker,12880,,,https://apex-magazine.com/short-fiction/the-quiltmaker/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/LA1hrCGZXjTr8kBuo4ToFfjOaVc.json,TRUE
Rv8ejA1a07CEcke7RXUabR/WuRY=,The Bells,Lyndsie Manusos,2017-02-13,Short Fiction,Apex Magazine;Issue 93;Lyndsie Manusos;Short Fiction 2;The Bells,12984,,,https://apex-magazine.com/short-fiction/the-bells/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/6kTX+uVmzAkqMLhCZ-nIA2RE3bo.json,TRUE
UyPxu57ZdvChi8GrK7x3eE0cR60=,Riding the Signal,Gary Kloster,2018-11-27,Short Fiction,Apex Magazine;Gary Kloster;Issue 114;Reprint;Riding The Signal;Short Fiction 2,15908,,,https://apex-magazine.com/short-fiction/riding-the-signal/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/x1t-YBylHvdq7FgbBzm0kgmWhzA.json,TRUE
W/nlYrBZIsfh2NTin1ZOjFWSSzc=,It Happened in ‘Loontown,Lavie Tidhar,2022-01-04,Short Fiction,Apex Magazine;Cw;Issue 129;It Happened In Loontown;Lavie Tidhar;Short Fiction 2,51231,,,https://apex-magazine.com/short-fiction/it-happened-in-loontown/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/TyKl5ThtQ6NnhLEuqZvPXcWdKXU.json,TRUE
nrsik9abyde5gOAYU94TW44sXUs=,Laika’s Dream,Holly Hight,2010-06-09,Short Fiction,Apex Magazine;Holly Hight;Issue 13;Laikas Dream;Short Fiction 2,4629,,,https://apex-magazine.com/short-fiction/laikas-dream/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/Iqzq5MYpvmAYcHJ+Z9AYcY8iYok.json,TRUE
U0RiZO34SxeUSVBxi0i/Bp13IYM=,The Dude Who Collected Lovecraft,Nick Mamatas and Tim Pratt,2017-11-21,Short Fiction,Apex Magazine;Issue 102;Nick Mamatas;Reprint;Short Fiction 2;The Dude Who Collected Lovecraft;Tim Pratt,14159,,,https://apex-magazine.com/short-fiction/the-dude-who-collected-lovecraft/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/6p+zPpc0cZJbyTXh23z2Z1Pdeh4.json,TRUE
PZl5s3KoAJB+4arSKfHVY1ENCK8=,"Not My Circus, Not My Monkeys: The Elephant’s Tale",Damien Angelica Walters,2015-08-04,Short Fiction,Apex Magazine;Damien Angelica Walters;Issue 75;Not My Circus Not My Monkeys The Elephants Tale;Short Fiction 2,9799,,,https://apex-magazine.com/short-fiction/not-my-circus-not-my-monkeys-the-elephants-tale/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/u1cnoIbkLRoy5AQSp37fkn5DgFI.json,TRUE
O8aKFazLpooKa2jN7ePGBtO9EWs=,The Healer,Jennifer Marie Brissett,2022-11-08,Short Fiction,Apex Magazine;Cw;Issue 134;Jennifer Marie Brissett;Short Fiction 2;The Healer,60013,,,https://apex-magazine.com/short-fiction/the-healer/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/i0qQwER-sCWAoKjQvY6Lh4D3cFw.json,TRUE
5yRDR45Ccw9ZF+LMRqI4K9JWzF4=,The Relationship of Ink to Blood,Alex Langer,2023-05-02,Short Fiction,Alex Langer;Apex Magazine;Cw;Issue 138;Short Fiction 2;The Relationship Of Ink To Blood,67037,,,https://apex-magazine.com/short-fiction/the-relationship-of-ink-to-blood/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YSQlWnHSir+4wDPjB9+wACennq0.json,TRUE
4eIN57RNHCAbhSm6WQahaNSmw8k=,Tomorrow’s Dictator,Rahul Kanakia,2012-05-01,Short Fiction,Apex Magazine;Issue 36;Rahul Kanakia;Short Fiction 2;Tomorrows Dictator,3927,,,https://apex-magazine.com/short-fiction/tomorrows-dictator/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/RhuzKbCQFCbNBKDRDlWSdIyvK4I.json,TRUE
XoLp7TWTFuzx/LgvOqDT8WjWo60=,All This Darkness,Jennifer Donohue,2021-06-01,Short Fiction,All This Darkness;Apex Magazine;Cw;Issue 123;Jennifer R Donohue;Short Fiction 2,40982,,,https://apex-magazine.com/short-fiction/all-this-darkness/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/z1O3lhllHto4t5-OCsZRtJpD7z8.json,TRUE
LBOh5O6yCWG1gic2ez8/KRRlpNM=,The Fine Print,Chinelo Onwualu,2021-08-18,Short Fiction,Apex Magazine;Chinelo Onwualu;Cw;Issue 124;Reprint;Short Fiction 2;The Fine Print,46167,,,https://apex-magazine.com/short-fiction/the-fine-print/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/SeOzzr7feKzJWmEoBdE8xsSeVKk.json,TRUE
4TDyrh5WojN7U0af7ej7LZ52ka8=,Hiraeth: Tragedy in Four Acts,Karen Lord,2017-05-02,Short Fiction,Apex Magazine;Hiraeth A Tragedy In Four Acts;Issue 96;Karen Lord;Reprint;Short Fiction 2,13398,,,https://apex-magazine.com/short-fiction/hiraeth-a-tragedy-in-four-acts/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/ijRLG93LUMvbg92vcD3-9l+BMXU.json,TRUE
rHfMl/X0tjVZsQFdnNpl3K4iZ4E=,Riding Atlas,Ferrett Steinmetz,2016-01-08,Short Fiction,Apex Magazine;Ferrett Steinmetz;Issue 80;Reprint;Riding Atlas;Short Fiction 2,10776,,,https://apex-magazine.com/short-fiction/riding-atlas/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/94Wrea6eKreSqBvp03uqV8Kgf3U.json,TRUE
YxEleYiwUHRfJjVivovJmhk06ig=,The Tomato Thief,Ursula Vernon,2016-01-05,Award Nominees;Hugo Award;Short Fiction;Wsfa Small Press Award,Apex Magazine;Award;Hugo Award;Issue 80;Short Fiction 2;The Tomato Thief;Ursula Vernon;Wsfa Award,10735,,,https://apex-magazine.com/short-fiction/the-tomato-thief/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/8evWd1fUTUH1S+ahL7NZfItHaZg.json,TRUE
OtP2Ak0INjecdtrPmSISjr2aiBY=,Ghosts of New York,Jennifer Pelland,2011-04-18,Award Nominees;Short Fiction,Award;Ghosts Of New York;Issue 23;Jennifer Pelland;Nebula Award;Reprint;Short Fiction 2,197,,,https://apex-magazine.com/short-fiction/ghosts-of-new-york/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/1DPY1DjYjvkZbt71GgS9WfN9e9Y.json,TRUE
swVZn2CL3/ftdpdiDmDUqqx27IE=,Mountain,Liu Cixin,2015-09-01,Short Fiction,Apex Magazine;Issue 76;Liu Cixin;Mountain;Novelette;Reprint;Short Fiction 2,9899,,,https://apex-magazine.com/short-fiction/mountain/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/rfdNuipH-rnOodqEJiSMXiVv7qE.json,TRUE
yQ9bXP5ZZXWQkqqwKLJh9D3AN3s=,Hurt Me,Daniel Abraham,2013-04-02,Short Fiction,Apex Magazine;Daniel Abraham;Hurt Me;Issue 47;Reprint;Short Fiction 2,5103,,,https://apex-magazine.com/short-fiction/hurt-me/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/JBiFGTEDyitndma+mHYgY28WoOs.json,TRUE
gQKXLBmxtWhnocipt5GutfEJP6E=,Sister of Mercy,Amanda Forrest,2014-08-04,Short Fiction,Amanda Forrest;Apex Magazine;Issue 63;Short Fiction 2;Sister Of Mercy,8205,,,https://apex-magazine.com/short-fiction/sister-of-mercy/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/YxXSkZXd0GAr3n8hX97b4bj+B8c.json,TRUE
XhgOpT6AyIAnBgRzQU/gw/0fk0Y=,Guided Breathing Exercise: Being Mindful of the Succubus in Your Bedroom,Christine Purcell,2014-11-04,Short Fiction,Apex Magazine;Christine Purcell;Guided Breathing Exercise Being Mindful Of The Succubus In Your Bedroom;Issue 66;Short Fiction 2,8718,,,https://apex-magazine.com/short-fiction/guided-breathing-exercise-being-mindful-of-the-succubus-in-your-bedroom/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/vy0jOa6tiMmCYH2nFpCW6dgtBsU.json,TRUE
N638bDGl0ZxWQQcEKS4nbpu4Sgs=,Simbiyu and the Nameless,Eugen Bacon,2022-06-14,Short Fiction,Apex Magazine;Cw;Eugen Bacon;Issue 131;Reprint;Short Fiction 2;Simbiyu And The Nameless,55401,,,https://apex-magazine.com/short-fiction/simbiyu-and-the-nameless/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/tVnp3-xnEvPFBH2Pn1wDhTZxbPU.json,TRUE
ZeuYkOuh+zCI+swqleMChzs/fFc=,Becca at the End of the World,Shira Lipkin,2013-10-01,Short Fiction,Apex Magazine;Becca At The End Of The World;Issue 53;Shira Lipkin;Short Fiction 2,6734,,,https://apex-magazine.com/short-fiction/becca-at-the-end-of-the-world/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/MpR5hPrMKaS1C55vzmR2ksI6FX8.json,TRUE
rFWRhP++5WJinA/jBXsmq67uNpQ=,Professor Strong and the Brass Boys,Amal Singh,2019-04-02,Short Fiction,Amal Singh;Apex Magazine;Issue 119;Professor Strong And The Brass Boys;Short Fiction 2,16373,,,https://apex-magazine.com/short-fiction/professor-strong-and-the-brass-boys/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/uPz5Fh48DUrb4VCRzJAUeQsI4Rk.json,TRUE
1QMIeUVSMEfZ5OOUKKDRMD8Oqvo=,The Constable of Abal,Kelly Link,2013-07-02,Short Fiction,Apex Magazine;Issue 50;Kelly Link;Reprint;Short Fiction 2;The Constable Of Abal,6278,,,https://apex-magazine.com/short-fiction/the-constable-of-abal/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/06nFeUlH5KPXTU69cyy3PYQAw5o.json,TRUE
15aDxLF6TJGvYjUvt+0SUc3vGSA=,Butirub,Samit Basu,2022-12-13,Short Fiction,Apex Magazine;Butirub;Issue 134;Samit Basu;Short Fiction 2,60702,,,https://apex-magazine.com/short-fiction/butirub/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/NcGU5vjHCkbh21m7vYCKunTFBVI.json,TRUE
stnxQ7Ua3ua/iCvLoJRtXsw9Ruk=,Your Cities,Anaea Lay,2011-06-12,Short Fiction,Anaea Lay;Apex Magazine;Issue 25;Short Fiction 2;Your Cities,217,,,https://apex-magazine.com/short-fiction/your-cities/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/B1H41tFXa+Rn1HjMNKiwGeHqjzA.json,TRUE
Vpa0FIy0Js9hT3gXmOP9sjaBvDc=,"Here We Are, Falling Through Shadows",Jason Sanford,2010-07-08,Short Fiction,Apex Magazine;Here We Are Falling Through Shadows;Issue 14;Jason Sanford;Reprint;Short Fiction 2,4600,,,https://apex-magazine.com/short-fiction/here-we-are-falling-through-shadows/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/LgW760yEKoTTPHThWQagUDsTqOc.json,TRUE
5jw+KcY9dtK242GZbfZ5sJxywgU=,That Lucky Old Sun,Carrie Cuinn,2016-01-06,Short Fiction,Apex Magazine;Carrie Cuinn;Issue 80;Short Fiction 2;That Lucky Old Sun,10760,,,https://apex-magazine.com/short-fiction/that-lucky-old-sun/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/EMzRvAzsqm06jnvev7sBDPFgGow.json,TRUE
PYgSjPL20ew32K0WEWyE06afE0w=,Three Petitions to the Queen of Hell,T.A. Pratt,2018-03-22,Short Fiction,Apex Magazine;Issue 106;Reprint;Short Fiction 2;T A Pratt;Three Petitions To The Queen Of Hell,14770,,,https://apex-magazine.com/short-fiction/three-petitions-to-the-queen-of-hell/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/hDJQ3HD3DjSH2CaosC62KKSaDeM.json,TRUE
a/yHkX7xcsGfhZGSZZKIoaAtWLA=,Loving Bone Girl,Tehnuka,2023-04-13,Short Fiction,Apex Magazine;Asian And Pacific Islanders Special Issue;Cw;Issue 137;Loving Bone Girl;Short Fiction 2;Tehnuka,62903,,,https://apex-magazine.com/short-fiction/loving-bone-girl/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/qSilEKLbpIphvb0x5KRXsmWdEyE.json,TRUE
8dK2Bb73YT7ts0NcAmbEu1i+WWs=,The Performance Artist,Lettie Prell,2013-01-01,Short Fiction,Apex Magazine;Issue 44;Lettie Prell;Short Fiction 2;The Performance Artist,4727,,,https://apex-magazine.com/short-fiction/the-performance-artist/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/u8l8-gMj+tN8Lu8Keu2aozRbu6s.json,TRUE
7QtzCIEh5CkomLdmzOq/IS/aimU=,The Phylactery,Nick Mamatas,2015-12-15,Short Fiction,Apex Magazine;Issue 79;Nick Mamatas;Short Fiction 2;The Phylactery,10657,,,https://apex-magazine.com/short-fiction/the-phylactery/,Apex Magazine,apex-magazine.com,,./scrape/jsonfiles/2FsPJ-Ar6O57zl4OtOyd6EZkWyk.json,TRUE
