fingerprint,title,author,date,tags,excerpt,source-hostname,hostname,source
IRrj8sT5lFEHqFiQenKzO6hmH8o=,The Puzzle Box,Chris Tissell,2022-11-18,,"“You?” I stood, furious, and as I did the red brazier-light glinted on something behind the throne that I could not see. “Did you not have enough of father’s blessings while he lived? He gave you gifts, and horses, and talked of the great kingdom you would inherit. Meanwhile I sat in your shadow and the heap of your scorn. No, brother. For this once I will have something that you have not had first.”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-puzzle-box-by-chris-tissell/
eQIGPDziloGOTHjlSoM9O1ypFHw=,"Read This Quickly, For You Will Only Have a Moment…",Stephen Case,2011-11-06,,"The one who brings your food is named Osla. My birds are trained well, and this one will have struck at his eyes. Take this parchment quickly, speak his name, and he will fall like the rain outside your window. You must move quickly, for the first guard will be at the door.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/read-this-quickly-for-you-will-only-have-a-moment-by-stephen-case/
rd8Vf2xiW+61Azw/09DbcaDJkw8=,Longsleeves,Mike Allen,2016-01-07,,"Never before had she run with such speed or such fear, caroming off trees, tearing through brush, ripping loose the roots that hooked her feet, until she caught up to Hundeil. Both were wheezing with exhaustion when they reached the gnarled behemoth of a tree that proved to be Olderra's dwelling. Its bark parted like curtains to admit them.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/longsleeves/
k1n2WBpvUHiY/5V1fktEP0J/cAU=,Enginesong,Nathaniel Lee,2014-01-09,,"I’d been out to see the trains' footprints, which were like someone had stamped a table into the sand. They led off into the desert, leaving a trail in the scrub almost wide enough to drive a cart along. I thought I heard a steam whistle calling from out in the chaparral, wailing in the twilight like a coyote. “Who would make a train with feet?”",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/enginesong/
e1Jw+GOPocd/zWioQp3Qtl/R5Q4=,The Transubstantiation,Evan Dicken,2022-11-18,,"The story was always the same. Trapped in a world that could never match their expectations, they were doomed to break everything they found in the hopes of making it perfect. At my nod, a crossbow bolt slammed into Bao's chest. Normally, his hero's skin would've been proof against such a tawdry missile, but the steel for Sthis' quarrels had been quenched in saints' blood, the bolt propelled by the bones and sinew of martyrs. And if that wasn't enough, it had been coated in enough coldwillow sap to drop a team of oxen.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-transubstantiation/
h+prq6hG0mJYvY3Bv4vSGEq8q3U=,The Burning Girl,Carrie Vaughn,2022-03-29,,"I held the candle before me where the Normans could see it. Its weight was potential; the wick beckoned. Already the spark rose up under my skin. Mother Ursula could not put a candle in my hand and expect I would do nothing. I touched the wick. The candle lit, a tongue of fire flaring and settling. ""Mon Dieu."" This was whispered by the wiry, chestnut-haired man standing to Sir Gilbert's right. The nuns made the sign of the cross. Sir Gilbert smiled.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-burning-girl/
WrPhiF6Y1lTO7PgB92VXYHcJRko=,The Red Honey Witch,Jessica Paddock,2022-11-18,,"Goodwitch Vidya looked up at her, just once, and in that moment Arati felt the great weight of generations press onto her back, the duty of witches long gone. A duty she did not want. A duty she was expected to uphold. She made tea with numb hands, let the woman cry onto her shoulder, and all the while the bees hummed from the cracks in the walls.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-red-honey-witch/
ozqeu4jYrKuqtfujp1WrY+NPMzs=,The Grace of Turning Back,Therese Arkenberg,2015-08-16,,"Of course it was impossible. They were shaping impossibility here: a miracle so great it approached blasphemy. And Kahzakutri was not vandalizing this creation. If anything, She was generous. She gave it a core of Herself. The essence of loss, of grief—the urge to undo.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-grace-of-turning-back/
dI0libNodvEFleRcj+Bzmb1tNwI=,The Book of Locked Doors,Yoon Ha Lee,2012-05-06,,"Vayag entered Subway Station 14, trying to ignore the book's continued whispering. The station was cleaner than it ever had been during her childhood. Say what you would about the Meroi, but they were excellent administrators. There were no beggars—but neither were there sellers of fruit, players of drums and tellers of fortunes with cards of azalea and crane. Vayag and her sister had come to stations just like this one, buying sour-sweet candies on the way home from school. Now when she looked at the station, all she saw were doors opening and closing, opening and closing, in mechanical defeat.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-book-of-locked-doors-by-yoon-ha-lee/
phwbTstACNzqpoOd2joyfvIiOQY=,Ratcatcher,Garth Upshaw,2012-07-27,,There are clankers and buzzers out during the bright hours of the day but the hidey hole is safe and I much desire to drink myself into blackness with a flask of the grog I trade for but I have my daughter with me and a man cannot live who loses his daughter due to insensibility or slowness of reaction. I shiver and sweat all day long and the sound of the clankers makes my blood boil with fury and despair and that is a most helpless kind of combination.,Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/ratcatcher/
pQz1n3+OAJHoUEQ4Xrvt5bNMwpU=,Whistler’s Grove,A E Decker,2022-11-18,,"Arrel seizes my arm, shocking a yelp out of me. His talon-like grip hauls me upright. Tam’s question was answered, not Arrel’s. Celina’s life was taken, not mine. A bargain can still be made with the Whistler. Only now do I realize that this was planned all along.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/whistlers-grove/
8sH+GKjQut/f88xjzpDF11s2JKk=,Gone Sleeping,Heather Clitheroe,2011-09-08,,"Gris-Gris's fur moved where I blew on it, but nothing happened, and I felt desperate sad but also I felt so happy to know I wasn't a witch. It wasn't working and he wasn't coming back alive, so I wasn't a witch. But when I thought that to myself, something in Gris-Gris seemed to tremble, and I touched his chest with my finger and felt it move.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/gone-sleeping-by-heather-clitheroe/
S3ZAIzmfkivQcvDombWXuwuUZdo=,The Fires of Mercy,Spencer Ellsworth,2015-04-18,,"The sandstorm had blanketed the world the night before. Sand hung still on the leaves of the palm trees; sand sat on a skim atop the water; sand pillowed against rocks. Grains swept the crevices of palm trees, shone like jewels in the sun.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-fires-of-mercy/
O0Gd2QwiOMTN1qIhUMAtewhbtP8=,Bast and Her Young,Tegan Moore,2021-01-19,,"She was different. She was distinguished by the oracles. She spoke to the gods, who descended on her in disorienting, frightening fits that made her vision blank out and caused her to fall down. As God’s Wife of Amun she had been closer to the gods than any man on earth. Except for the pharaoh. Now she would be that, too.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/bast-and-her-young/
69F9WUDojEE7rntJTCVG1oS3Eto=,"Foxfire, Foxfire",Yoon Ha Lee,2018-12-30,,"I was sauntering toward the delicious-looking soldier when I heard the cataphract’s footsteps. A Jangmi 2-7, judging from the whine of the servos. Even if I hadn’t heard it coming—and who couldn’t?—the stirring of the small gods of earth and stone would have alerted me to its approach. My ears would have flattened against my skull if they could have.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/foxfire-foxfire/
8rDaK7WgvnujRBye0VrTkuzKu7s=,The Angel Azrael and the War Ghosts,Peter Darbyshire,2022-11-18,,"Azrael knew this was no random robbery. Lazarus and the other ghosts had been looking for the chest they took from the coach. They’d clearly been lying in wait for it. Azrael knew he could keep on riding, just like Lazarus had suggested. There was nothing to keep him from getting back on the dead horse and following the wagon trail to Ezekiel's Remains or wherever else it led. In days past, that was exactly what he would have done. But, like he'd told Winter, he wasn't like that anymore.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-angel-azrael-and-the-war-ghosts/
4TfXvtjF04wC9nq6+peuw4RgBrE=,Burying the Seeds of Spider Gods,Ted S Bushman,2022-03-29,,"“We are not afraid,” said one man with greying hair—I remembered him as a younger man, wielding an axe that had severed my legs from my body. “But the seasons have grown harsh. There is not much food.” The silence that followed served as grim confirmation.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/burying-the-seeds-of-spider-gods/
KvRVVsLKc2wjLlgyO4p/bJ+SxxA=,Where the World Ends Without Us,Jason Sanford,2022-11-18,,"Dozens of ghostly figures lit the fields around her--anchors like herself but far bigger, their bodies engorged on the grains’ anger and power, their massive fangs and claws ready to rip apart anyone who defiled the environment. And six years ago they had attacked this very house, to kill the day-fellow family hiding inside.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/where-the-world-ends-without-us/
0pG/yp2PxijvcOAdcNBvsGBcKNk=,The Candle Queen,Ephiny Gale,2020-01-20,,"They bring me to the Underground Palace. The current reigning Candle Queen is there. She is sixty-seven. She has served her purpose. They lift the Candle Crown from her elderly neck and place it onto mine, with a strap to secure it under my chin. Three large candles sit on the plate, and it is heavy, but this is what I have trained for. They sew me into the dress I will wear for the next fifty years, and there is singing that fills the chamber like bells.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-candle-queen/
tq1XfLGDly/6mRVmdvAXBw3vBnc=,The Mansion of Bones,Richard Parks,2009-06-18,,"Kenji began to chant. It might have been a passage from the Diamond Sutra; I was not pious enough to know one book of Buddhist scripture from another, but Kenji, despite his flaws, knew nearly all of them and could recite the appropriate passages at will. Which he was doing now. The shadow moved away from us toward the outbuilding as we stepped out onto the rear veranda, always keeping the structure to its back, or such I judged its back to be. It was hard to be certain with something so close to formless.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/the-mansion-of-bones-by-richard-parks/
RfvEpPFCiiAh1UagXTQefqhS23Q=,My Father’s Wounds,Ferrett Steinmetz,2001-08-19,,"I tear the robe open. Father's belly’s a ruin—but he has been, as he is in all things, strangely exacting. I press in with my fingers, feeling the wound’s edges; mercifully, they don’t go up underneath the ribs. No, he’s slashed his intestines with expert precision—a deadly but slow wound. Plenty of time before swollen guts and poisoned blood will take his life.",Beneath Ceaseless Skies,beneath-ceaseless-skies.com,https://www.beneath-ceaseless-skies.com/stories/my-fathers-wounds-by-ferrett-steinmetz/
